Seller,Department,Revenue,Revenue Goal,Margin,Margin Goal,Date,Sales Quantity,Customers
Beatriz Santos,Wardrobe,4542.04,846.66,0.07,0.2,12/23/2021,51,282
Camila Lima,Wardrobe,3012.23,1909.25,0.11,0.2,12/23/2021,28,195
Thiago Barbosa,Accessories,2472.19,1332.77,0.6,0.46,12/23/2021,26,80
Letícia Ribeiro,Accessories,659.25,1452.22,0.66,0.56,12/23/2021,6,33
Enzo Nascimento,House,1457.44,1648.38,0.32,0.32,12/23/2021,17,95
Guilherme Santos,House,4800.84,4610.92,0.36,0.29,12/23/2021,51,142
Vitória Ribeiro,Toy,3371.96,2560.65,0.28,0.29,12/23/2021,38,245
Julia Araújo,Sports,2063.43,2110.62,0.35,0.3,12/23/2021,20,104
Lucas Rodrigues,Sports,7721.31,3463.11,0.14,0.29,12/23/2021,68,364
Thiago Carvalho,Sports,1793.33,1620.98,0.51,0.3,12/23/2021,19,74
Mateus Barbosa,Electronics,5467.29,3793.63,0.21,0.19,12/23/2021,63,227
Camila Carvalho,House,3849.45,1692.27,0.44,0.29,12/23/2021,39,94
Diego Cardoso,Wardrobe,3698.33,1107.34,0.17,0.2,12/23/2021,41,304
Jorge Santos,Toy,5542.54,3184.9,0.26,0.26,12/23/2021,54,175
Raphael Silva,Stationery,1891.66,919.73,0.2,0.49,12/23/2021,21,56
Caroline Reis,Stationery,757.28,1097.67,0.36,0.4,12/23/2021,9,29
Letícia Nascimento,Electronics,3061.91,4224.9,0.13,0.22,12/24/2021,30,188
Ana Sousa,Electronics,3084.97,1582.99,0.21,0.22,12/24/2021,31,178
Gustavo Martins,Electronics,3068.38,3453.94,0.22,0.18,12/24/2021,30,192
Beatriz Santos,Wardrobe,3332.75,2200.1,0.22,0.14,12/24/2021,34,204
Camila Lima,Wardrobe,3011.03,1474.04,0.17,0.2,12/24/2021,32,213
Thiago Barbosa,Accessories,1213.18,589.22,0.76,0.54,12/24/2021,13,33
Letícia Ribeiro,Accessories,2072.64,1424.44,0.58,0.5,12/24/2021,21,88
Enzo Nascimento,House,4378.31,5053.4,0.18,0.23,12/24/2021,48,320
Guilherme Santos,House,3440.11,3746.66,0.44,0.23,12/24/2021,39,138
Vitória Ribeiro,Toy,2557.44,3188.97,0.18,0.2,12/24/2021,29,76
Julia Araújo,Sports,5379.48,3104.41,0.33,0.3,12/24/2021,64,204
Lucas Rodrigues,Sports,1775.61,4617.88,0.39,0.36,12/24/2021,19,68
Thiago Carvalho,Sports,3751.52,3193.11,0.22,0.35,12/24/2021,40,264
Mateus Barbosa,Electronics,1223.65,3439.95,0.11,0.16,12/24/2021,12,37
Camila Carvalho,House,2205.35,3294.21,0.26,0.3,12/24/2021,21,149
Diego Cardoso,Wardrobe,3819.49,1147.02,0.11,0.2,12/24/2021,43,149
Jorge Santos,Toy,1974.9,2420.93,0.36,0.25,12/24/2021,23,155
Raphael Silva,Stationery,2063.49,799.66,0.31,0.52,12/24/2021,23,164
Caroline Reis,Stationery,1403.44,1140.82,0.32,0.41,12/24/2021,14,75
Letícia Nascimento,Electronics,799.17,2092.11,0.3,0.21,12/25/2021,6,35
Ana Sousa,Electronics,3113.54,2558.42,0.3,0.18,12/25/2021,31,149
Gustavo Martins,Electronics,4081.9,1960.47,0.16,0.22,12/25/2021,43,194
Beatriz Santos,Wardrobe,4577.33,1177.22,0.08,0.17,12/25/2021,55,253
Camila Lima,Wardrobe,857.67,901.86,0.22,0.17,12/25/2021,9,26
Thiago Barbosa,Accessories,422.34,965.88,0.5,0.48,12/25/2021,3,19
Letícia Ribeiro,Accessories,87.29,1056.5,0.38,0.4,12/25/2021,1,3
Enzo Nascimento,House,3896.61,4423.27,0.23,0.25,12/25/2021,40,130
Guilherme Santos,House,5422.89,3498.82,0.32,0.26,12/25/2021,62,206
Vitória Ribeiro,Toy,815.95,2691.27,0.24,0.29,12/25/2021,7,34
Julia Araújo,Sports,6452.63,3771.12,0.29,0.27,12/25/2021,81,257
Lucas Rodrigues,Sports,5049.29,3560.66,0.29,0.29,12/25/2021,49,222
Thiago Carvalho,Sports,6415.21,3538.43,0.47,0.31,12/25/2021,75,542
Mateus Barbosa,Electronics,1274.15,3678.87,0.26,0.23,12/25/2021,11,28
Camila Carvalho,House,7164.65,5045.12,0.26,0.32,12/25/2021,79,335
Diego Cardoso,Wardrobe,2245.65,1568.99,0.15,0.17,12/25/2021,21,67
Jorge Santos,Toy,2073.02,3410.76,0.33,0.28,12/25/2021,20,132
Raphael Silva,Stationery,1434.42,1097.69,0.18,0.38,12/25/2021,17,87
Caroline Reis,Stationery,188.74,726.46,0.31,0.38,12/25/2021,1,4
Letícia Nascimento,Electronics,3406.04,1985.38,0.19,0.21,12/26/2021,36,193
Ana Sousa,Electronics,140.03,2452.66,0.13,0.22,12/26/2021,1,4
Gustavo Martins,Electronics,2876.13,2853.74,0.18,0.17,12/26/2021,32,228
Beatriz Santos,Wardrobe,4981.06,1251.76,0.1,0.21,12/26/2021,49,138
Camila Lima,Wardrobe,4737.7,2008.79,0.18,0.18,12/26/2021,53,282
Thiago Barbosa,Accessories,435.25,1565.48,0.56,0.44,12/26/2021,3,8
Letícia Ribeiro,Accessories,1511.56,1125.49,0.26,0.6,12/26/2021,17,57
Enzo Nascimento,House,3975.46,3506.58,0.18,0.29,12/26/2021,37,206
Guilherme Santos,House,7324.14,1620.31,0.39,0.3,12/26/2021,76,235
Vitória Ribeiro,Toy,541.32,2346.66,0.31,0.23,12/26/2021,5,21
Julia Araújo,Sports,3300.68,3749.81,0.23,0.3,12/26/2021,39,103
Lucas Rodrigues,Sports,573.44,2684.58,0.45,0.31,12/26/2021,6,31
Thiago Carvalho,Sports,841.21,4135.16,0.43,0.31,12/26/2021,8,45
Mateus Barbosa,Electronics,4197.77,2253.31,0.18,0.22,12/26/2021,48,197
Camila Carvalho,House,5938.47,1509.74,0.42,0.22,12/26/2021,73,567
Diego Cardoso,Wardrobe,4696.15,2677.31,0.15,0.17,12/26/2021,54,133
Jorge Santos,Toy,3706.77,1044.54,0.3,0.24,12/26/2021,37,182
Raphael Silva,Stationery,1373.44,755.89,0.56,0.41,12/26/2021,15,96
Caroline Reis,Stationery,769.18,1099.07,0.32,0.38,12/26/2021,8,48
Letícia Nascimento,Electronics,5001.81,3050.51,0.13,0.21,12/27/2021,53,339
Ana Sousa,Electronics,4852.09,1376.81,0.2,0.22,12/27/2021,51,116
Gustavo Martins,Electronics,2625.13,3963.43,0.22,0.23,12/27/2021,26,70
Beatriz Santos,Wardrobe,4771.85,1816.81,0.13,0.19,12/27/2021,56,239
Camila Lima,Wardrobe,2305.52,1813.63,0.11,0.15,12/27/2021,27,132
Thiago Barbosa,Accessories,847.44,623.91,0.62,0.54,12/27/2021,9,38
Letícia Ribeiro,Accessories,872.05,1237.47,0.58,0.44,12/27/2021,9,38
Enzo Nascimento,House,2381.8,4577.08,0.19,0.26,12/27/2021,27,178
Guilherme Santos,House,1828.01,3022.34,0.22,0.31,12/27/2021,19,106
Vitória Ribeiro,Toy,3998.07,1913.65,0.36,0.27,12/27/2021,43,250
Julia Araújo,Sports,6328.17,2329.67,0.2,0.33,12/27/2021,66,168
Lucas Rodrigues,Sports,7797.73,4211.93,0.48,0.26,12/27/2021,101,490
Thiago Carvalho,Sports,6772.92,2883.13,0.25,0.31,12/27/2021,82,523
Mateus Barbosa,Electronics,4842.96,4375.28,0.31,0.2,12/27/2021,48,254
Camila Carvalho,House,6694.09,1750.44,0.15,0.32,12/27/2021,111,534
Diego Cardoso,Wardrobe,2733.22,2646.45,0.1,0.2,12/27/2021,28,114
Jorge Santos,Toy,1696.91,1427.2,0.22,0.22,12/27/2021,18,47
Raphael Silva,Stationery,2066.03,326.96,0.43,0.43,12/27/2021,22,115
Caroline Reis,Stationery,1415.12,644.82,0.41,0.38,12/27/2021,15,39
Letícia Nascimento,Electronics,704.48,3795.37,0.19,0.16,12/28/2021,6,24
Ana Sousa,Electronics,5759.13,1888.91,0.26,0.24,12/28/2021,58,332
Gustavo Martins,Electronics,144.06,1568.39,0.1,0.17,12/28/2021,1,4
Beatriz Santos,Wardrobe,2195.89,2935.33,0.17,0.19,12/28/2021,23,101
Camila Lima,Wardrobe,359.15,1675.98,0.27,0.21,12/28/2021,4,11
Thiago Barbosa,Accessories,385.33,1555.35,0.32,0.46,12/28/2021,3,20
Letícia Ribeiro,Accessories,843.85,763.01,0.66,0.54,12/28/2021,10,45
Enzo Nascimento,House,1586.98,3493.5,0.29,0.23,12/28/2021,18,95
Guilherme Santos,House,3221.43,2989.56,0.4,0.25,12/28/2021,39,293
Vitória Ribeiro,Toy,4339.92,2896.16,0.24,0.21,12/28/2021,47,349
Julia Araújo,Sports,2531.73,2496.06,0.36,0.36,12/28/2021,28,67
Lucas Rodrigues,Sports,7184.43,3786.71,0.51,0.29,12/28/2021,86,365
Thiago Carvalho,Sports,1308.46,3219.34,0.26,0.3,12/28/2021,12,51
Mateus Barbosa,Electronics,6918,2858.59,0.29,0.2,12/28/2021,110,749
Camila Carvalho,House,5982.78,2332.99,0.23,0.25,12/28/2021,83,448
Diego Cardoso,Wardrobe,3076.7,1902.43,0.25,0.16,12/28/2021,33,94
Jorge Santos,Toy,3118.89,1678.21,0.17,0.28,12/28/2021,28,164
Raphael Silva,Stationery,97.93,720.58,0.41,0.43,12/28/2021,2,11
Caroline Reis,Stationery,1746.98,1243.22,0.61,0.5,12/28/2021,18,73
Letícia Nascimento,Electronics,1510.74,1144.96,0.24,0.18,12/29/2021,15,53
Ana Sousa,Electronics,5202.63,3996.48,0.11,0.19,12/29/2021,58,199
Gustavo Martins,Electronics,5087.59,4457.79,0.18,0.18,12/29/2021,60,138
Beatriz Santos,Wardrobe,4479.19,2843.73,0.07,0.2,12/29/2021,45,124
Camila Lima,Wardrobe,2260.56,3296.97,0.27,0.17,12/29/2021,26,114
Thiago Barbosa,Accessories,461.65,1278.31,0.66,0.42,12/29/2021,4,17
Letícia Ribeiro,Accessories,1189.9,1357.84,0.72,0.56,12/29/2021,12,39
Enzo Nascimento,House,4705.61,4056.03,0.24,0.32,12/29/2021,50,233
Guilherme Santos,House,3820.4,3650.69,0.32,0.23,12/29/2021,45,313
Vitória Ribeiro,Toy,3421.91,1565.2,0.21,0.27,12/29/2021,36,98
Julia Araújo,Sports,6940.89,4489,0.14,0.26,12/29/2021,77,219
Lucas Rodrigues,Sports,6789,4464.61,0.26,0.35,12/29/2021,92,497
Thiago Carvalho,Sports,6135.28,2683.15,0.2,0.3,12/29/2021,84,484
Mateus Barbosa,Electronics,2804.34,2887.29,0.08,0.2,12/29/2021,28,66
Camila Carvalho,House,5339.2,4459.34,0.14,0.25,12/29/2021,64,331
Diego Cardoso,Wardrobe,2379.13,1409.96,0.26,0.2,12/29/2021,23,92
Jorge Santos,Toy,2594.19,1097.94,0.15,0.27,12/29/2021,27,180
Raphael Silva,Stationery,2117.32,656.9,0.52,0.47,12/29/2021,23,161
Caroline Reis,Stationery,1574.44,481.61,0.61,0.52,12/29/2021,18,106
Letícia Nascimento,Electronics,3712.16,3610.41,0.14,0.2,12/30/2021,38,224
Ana Sousa,Electronics,5815.91,2734.96,0.27,0.22,12/30/2021,62,323
Gustavo Martins,Electronics,2832.86,2147.76,0.27,0.16,12/30/2021,27,106
Beatriz Santos,Wardrobe,3499.95,1919.51,0.19,0.19,12/30/2021,32,219
Camila Lima,Wardrobe,2078.22,2384.57,0.17,0.16,12/30/2021,20,130
Thiago Barbosa,Accessories,2269.27,1067.02,0.6,0.54,12/30/2021,22,93
Letícia Ribeiro,Accessories,637.05,1524.4,0.2,0.48,12/30/2021,5,21
Enzo Nascimento,House,7974.46,5044.07,0.29,0.26,12/30/2021,86,370
Guilherme Santos,House,7822.27,3174.5,0.31,0.28,12/30/2021,90,633
Vitória Ribeiro,Toy,4237.94,1859.05,0.16,0.22,12/30/2021,45,315
Julia Araújo,Sports,1226.08,4495.83,0.38,0.35,12/30/2021,14,72
Lucas Rodrigues,Sports,7648.63,3018.12,0.51,0.27,12/30/2021,87,512
Thiago Carvalho,Sports,5771.7,2518.29,0.14,0.34,12/30/2021,60,201
Mateus Barbosa,Electronics,5767.29,2265.01,0.26,0.16,12/30/2021,60,294
Camila Carvalho,House,5035.42,1596.44,0.19,0.33,12/30/2021,51,265
Diego Cardoso,Wardrobe,4506.17,2003.88,0.23,0.2,12/30/2021,54,315
Jorge Santos,Toy,1092.19,2324.27,0.31,0.22,12/30/2021,13,48
Raphael Silva,Stationery,314.96,1192.13,0.31,0.43,12/30/2021,2,10
Caroline Reis,Stationery,1727.84,675.36,0.41,0.5,12/30/2021,18,95
Letícia Nascimento,Electronics,5225.12,1615.13,0.26,0.24,12/31/2021,61,330
Ana Sousa,Electronics,6465.91,2190.68,0.31,0.19,12/31/2021,69,430
Gustavo Martins,Electronics,5291.6,3933.81,0.28,0.23,12/31/2021,60,380
Beatriz Santos,Wardrobe,2224.34,1738.9,0.1,0.15,12/31/2021,27,106
Camila Lima,Wardrobe,4359.25,1361.71,0.18,0.14,12/31/2021,49,259
Thiago Barbosa,Accessories,2141.85,1261.7,0.56,0.52,12/31/2021,27,163
Letícia Ribeiro,Accessories,1900.97,1050.21,0.52,0.44,12/31/2021,23,58
Enzo Nascimento,House,6129.07,5003.04,0.44,0.26,12/31/2021,77,489
Guilherme Santos,House,3339.43,2539.25,0.15,0.32,12/31/2021,34,217
Vitória Ribeiro,Toy,3409.56,3038.37,0.3,0.25,12/31/2021,36,88
Julia Araújo,Sports,7070.68,2679.2,0.38,0.35,12/31/2021,86,591
Lucas Rodrigues,Sports,5044.29,4275.07,0.14,0.35,12/31/2021,55,407
Thiago Carvalho,Sports,3557.97,1502.98,0.47,0.36,12/31/2021,33,207
Mateus Barbosa,Electronics,5080.77,1556.49,0.3,0.19,12/31/2021,60,344
Camila Carvalho,House,615.29,4144.41,0.4,0.23,12/31/2021,6,35
Diego Cardoso,Wardrobe,4923.71,1567.74,0.1,0.15,12/31/2021,52,349
Jorge Santos,Toy,4391.6,2811.49,0.36,0.24,12/31/2021,43,269
Raphael Silva,Stationery,181.7,602.7,0.18,0.38,12/31/2021,2,9
Caroline Reis,Stationery,1124.3,425.88,0.61,0.45,12/31/2021,12,56
Letícia Nascimento,Electronics,2936.57,2655.82,0.18,0.24,1/1/2022,44,274
Ana Sousa,Electronics,2570.82,2981.56,0.1,0.2,1/1/2022,39,342
Gustavo Martins,Electronics,158.32,2650.65,0.19,0.22,1/1/2022,2,11
Beatriz Santos,Wardrobe,2339.93,2315.95,0.13,0.17,1/1/2022,33,109
Camila Lima,Wardrobe,1943.3,1604.69,0.15,0.2,1/1/2022,29,122
Thiago Barbosa,Accessories,1157.57,1093.62,0.74,0.54,1/1/2022,18,138
Letícia Ribeiro,Accessories,1015.92,341.39,0.7,0.46,1/1/2022,15,140
Enzo Nascimento,House,3240.21,3833.97,0.26,0.28,1/1/2022,44,319
Guilherme Santos,House,3429.89,1520.97,0.24,0.26,1/1/2022,44,382
Vitória Ribeiro,Toy,981.03,2282.97,0.31,0.28,1/1/2022,12,47
Julia Araújo,Sports,3879.5,1200.29,0.49,0.33,1/1/2022,64,547
Lucas Rodrigues,Sports,2286.92,1411.32,0.35,0.33,1/1/2022,29,144
Thiago Carvalho,Sports,1663.19,1936.59,0.42,0.38,1/1/2022,22,64
Mateus Barbosa,Electronics,1976.33,957.19,0.26,0.18,1/1/2022,30,121
Camila Carvalho,House,1177.02,2856.35,0.39,0.24,1/1/2022,18,51
Diego Cardoso,Wardrobe,2292.15,933.06,0.17,0.15,1/1/2022,30,192
Jorge Santos,Toy,1632.97,2622.75,0.28,0.27,1/1/2022,21,74
Raphael Silva,Stationery,642.02,577.26,0.45,0.43,1/1/2022,8,24
Caroline Reis,Stationery,223.88,462.06,0.56,0.36,1/1/2022,3,15
Letícia Nascimento,Electronics,246.79,2085.99,0.13,0.18,1/2/2022,4,15
Ana Sousa,Electronics,1243.5,2630.09,0.22,0.23,1/2/2022,17,76
Gustavo Martins,Electronics,996.97,2690.63,0.16,0.23,1/2/2022,14,128
Beatriz Santos,Wardrobe,180.94,855.6,0.2,0.15,1/2/2022,2,12
Camila Lima,Wardrobe,177.27,1215.82,0.24,0.14,1/2/2022,2,5
Thiago Barbosa,Accessories,1199.99,1162.07,0.72,0.48,1/2/2022,18,70
Letícia Ribeiro,Accessories,201.78,322.39,0.58,0.46,1/2/2022,3,11
Enzo Nascimento,House,2053.5,1420.65,0.15,0.25,1/2/2022,27,242
Guilherme Santos,House,4028.38,1402.22,0.3,0.3,1/2/2022,50,422
Vitória Ribeiro,Toy,160.39,1757.04,0.12,0.22,1/2/2022,1,3
Julia Araújo,Sports,3141.82,2092.67,0.36,0.3,1/2/2022,43,377
Lucas Rodrigues,Sports,3349.39,2409.07,0.17,0.35,1/2/2022,50,409
Thiago Carvalho,Sports,1063.73,1619.53,0.43,0.35,1/2/2022,14,88
Mateus Barbosa,Electronics,384.42,1474.57,0.22,0.23,1/2/2022,5,19
Camila Carvalho,House,1623.42,2908.4,0.3,0.25,1/2/2022,21,162
Diego Cardoso,Wardrobe,96.95,1850.4,0.15,0.15,1/2/2022,2,5
Jorge Santos,Toy,1841.97,1613.75,0.26,0.29,1/2/2022,24,183
Raphael Silva,Stationery,948.44,441.36,0.54,0.49,1/2/2022,13,52
Caroline Reis,Stationery,385.83,864.13,0.38,0.47,1/2/2022,5,26
Letícia Nascimento,Electronics,976.82,2673.47,0.21,0.22,1/3/2022,13,70
Ana Sousa,Electronics,1747.52,1415.96,0.18,0.18,1/3/2022,26,193
Gustavo Martins,Electronics,1187.19,2095.94,0.1,0.17,1/3/2022,17,81
Beatriz Santos,Wardrobe,594.29,2315.32,0.15,0.2,1/3/2022,7,50
Camila Lima,Wardrobe,177.94,1811.27,0.1,0.16,1/3/2022,1,7
Thiago Barbosa,Accessories,822.96,407.37,0.24,0.58,1/3/2022,10,57
Letícia Ribeiro,Accessories,874.24,345.88,0.72,0.52,1/3/2022,14,97
Enzo Nascimento,House,695.88,1758.81,0.37,0.25,1/3/2022,10,71
Guilherme Santos,House,2122.02,2733.35,0.25,0.24,1/3/2022,26,175
Vitória Ribeiro,Toy,2600.89,1448.48,0.3,0.24,1/3/2022,34,144
Julia Araújo,Sports,3718.33,1041.85,0.29,0.38,1/3/2022,69,291
Lucas Rodrigues,Sports,1457.08,3443.65,0.26,0.35,1/3/2022,17,113
Thiago Carvalho,Sports,3833.87,2494.54,0.48,0.35,1/3/2022,54,514
Mateus Barbosa,Electronics,1897.21,1689.64,0.23,0.19,1/3/2022,26,169
Camila Carvalho,House,1832.14,1751.75,0.18,0.3,1/3/2022,22,91
Diego Cardoso,Wardrobe,1182.75,1561.59,0.24,0.15,1/3/2022,18,165
Jorge Santos,Toy,766.21,1206,0.35,0.29,1/3/2022,10,86
Raphael Silva,Stationery,963.93,410.03,0.36,0.52,1/3/2022,13,107
Caroline Reis,Stationery,220.77,471.78,0.25,0.43,1/3/2022,4,29
Letícia Nascimento,Electronics,1682.36,1784.81,0.26,0.21,1/4/2022,23,148
Ana Sousa,Electronics,1259.38,1580.25,0.16,0.2,1/4/2022,17,98
Gustavo Martins,Electronics,3157.87,1345.54,0.26,0.24,1/4/2022,47,443
Beatriz Santos,Wardrobe,2689.57,1593.5,0.2,0.15,1/4/2022,39,223
Camila Lima,Wardrobe,1970.3,2356.63,0.1,0.2,1/4/2022,26,208
Thiago Barbosa,Accessories,1336.63,1204.02,0.7,0.5,1/4/2022,18,157
Letícia Ribeiro,Accessories,571.26,907.77,0.4,0.42,1/4/2022,7,60
Enzo Nascimento,House,3584.58,3141.67,0.41,0.24,1/4/2022,59,449
Guilherme Santos,House,3482.16,1760.79,0.2,0.29,1/4/2022,44,220
Vitória Ribeiro,Toy,289.17,1071.53,0.15,0.28,1/4/2022,4,30
Julia Araújo,Sports,1489.54,1390.41,0.4,0.33,1/4/2022,23,87
Lucas Rodrigues,Sports,743.67,1969.38,0.27,0.26,1/4/2022,10,81
Thiago Carvalho,Sports,2958.71,3484.81,0.44,0.29,1/4/2022,42,242
Mateus Barbosa,Electronics,825.73,2602.14,0.25,0.2,1/4/2022,12,77
Camila Carvalho,House,2244.82,3075.5,0.19,0.32,1/4/2022,34,326
Diego Cardoso,Wardrobe,593.2,1002.42,0.07,0.15,1/4/2022,7,47
Jorge Santos,Toy,2458.93,2399.14,0.34,0.23,1/4/2022,35,320
Raphael Silva,Stationery,1036.02,569.26,0.34,0.47,1/4/2022,15,117
Caroline Reis,Stationery,995.63,837.48,0.31,0.38,1/4/2022,14,95
Letícia Nascimento,Electronics,3398.21,3074.34,0.26,0.22,1/5/2022,42,332
Ana Sousa,Electronics,2694.27,2957.61,0.2,0.2,1/5/2022,39,270
Gustavo Martins,Electronics,1125.86,1207.58,0.1,0.22,1/5/2022,14,117
Beatriz Santos,Wardrobe,383.22,1957.6,0.17,0.21,1/5/2022,4,21
Camila Lima,Wardrobe,344.21,1746.51,0.17,0.17,1/5/2022,5,32
Thiago Barbosa,Accessories,732.78,1232.94,0.58,0.58,1/5/2022,10,61
Letícia Ribeiro,Accessories,1266.05,587.26,0.4,0.56,1/5/2022,17,117
Enzo Nascimento,House,676.42,1234.15,0.29,0.26,1/5/2022,8,34
Guilherme Santos,House,923.74,2880.35,0.28,0.33,1/5/2022,12,48
Vitória Ribeiro,Toy,818.95,2326.11,0.23,0.27,1/5/2022,10,42
Julia Araújo,Sports,1297.91,3469.42,0.23,0.38,1/5/2022,19,135
Lucas Rodrigues,Sports,2439.18,1524.16,0.29,0.34,1/5/2022,35,200
Thiago Carvalho,Sports,921.9,2628.91,0.47,0.26,1/5/2022,13,109
Mateus Barbosa,Electronics,191.4,1877.5,0.26,0.2,1/5/2022,3,12
Camila Carvalho,House,1894.45,1187.03,0.14,0.23,1/5/2022,22,63
Diego Cardoso,Wardrobe,331.79,709.95,0.12,0.17,1/5/2022,5,41
Jorge Santos,Toy,2926.72,1227.45,0.23,0.28,1/5/2022,40,299
Raphael Silva,Stationery,40.49,682.44,0.2,0.49,1/5/2022,1,4
Caroline Reis,Stationery,809.74,540.33,0.18,0.52,1/5/2022,9,50
Letícia Nascimento,Electronics,2642.55,3012.7,0.24,0.23,1/6/2022,38,223
Ana Sousa,Electronics,134.3,3087.12,0.19,0.22,1/6/2022,1,3
Gustavo Martins,Electronics,2585.4,2518.4,0.27,0.23,1/6/2022,36,327
Beatriz Santos,Wardrobe,481.53,1376.12,0.17,0.21,1/6/2022,7,29
Camila Lima,Wardrobe,1435.54,930.69,0.08,0.18,1/6/2022,21,145
Thiago Barbosa,Accessories,311.01,456.17,0.46,0.5,1/6/2022,3,21
Letícia Ribeiro,Accessories,829.41,655.74,0.56,0.54,1/6/2022,12,34
Enzo Nascimento,House,2774.98,970.42,0.23,0.3,1/6/2022,42,190
Guilherme Santos,House,1160.92,2842.06,0.25,0.26,1/6/2022,17,152
Vitória Ribeiro,Toy,1737.78,2666.15,0.37,0.2,1/6/2022,23,202
Julia Araújo,Sports,3625.49,3107.17,0.43,0.38,1/6/2022,86,773
Lucas Rodrigues,Sports,3094.92,1733,0.36,0.3,1/6/2022,45,217
Thiago Carvalho,Sports,3269.75,2171.28,0.39,0.38,1/6/2022,44,209
Mateus Barbosa,Electronics,3285.18,1606.31,0.28,0.23,1/6/2022,43,153
Camila Carvalho,House,3203.22,3432.8,0.32,0.28,1/6/2022,42,322
Diego Cardoso,Wardrobe,1714.43,1692.22,0.19,0.16,1/6/2022,25,103
Jorge Santos,Toy,1057.66,876.61,0.26,0.26,1/6/2022,14,58
Raphael Silva,Stationery,56.37,453.12,0.54,0.4,1/6/2022,2,14
Caroline Reis,Stationery,927.79,381.55,0.5,0.41,1/6/2022,12,102
Letícia Nascimento,Electronics,1132.55,1025.12,0.13,0.24,1/7/2022,14,76
Ana Sousa,Electronics,1772.67,3061.5,0.14,0.21,1/7/2022,21,94
Gustavo Martins,Electronics,1238.38,969.63,0.09,0.16,1/7/2022,16,48
Beatriz Santos,Wardrobe,207.41,2397.48,0.26,0.17,1/7/2022,3,15
Camila Lima,Wardrobe,1204.79,1319.24,0.28,0.2,1/7/2022,17,52
Thiago Barbosa,Accessories,1258.35,719.03,0.54,0.52,1/7/2022,17,127
Letícia Ribeiro,Accessories,1149.65,661.86,0.42,0.44,1/7/2022,18,138
Enzo Nascimento,House,2883,3453.46,0.31,0.24,1/7/2022,43,190
Guilherme Santos,House,1367.65,3176.34,0.44,0.23,1/7/2022,19,149
Vitória Ribeiro,Toy,255.07,1192.9,0.13,0.25,1/7/2022,3,12
Julia Araújo,Sports,642.63,3059.76,0.3,0.36,1/7/2022,8,27
Lucas Rodrigues,Sports,766.76,1868.99,0.44,0.35,1/7/2022,11,87
Thiago Carvalho,Sports,2109.64,1538.86,0.2,0.35,1/7/2022,28,233
Mateus Barbosa,Electronics,1999.15,1315.41,0.16,0.2,1/7/2022,30,287
Camila Carvalho,House,4109.52,3304.21,0.42,0.3,1/7/2022,68,251
Diego Cardoso,Wardrobe,1217.9,2105.81,0.22,0.2,1/7/2022,18,73
Jorge Santos,Toy,2941.77,1560.53,0.35,0.23,1/7/2022,42,266
Raphael Silva,Stationery,834.12,612.84,0.34,0.52,1/7/2022,9,70
Caroline Reis,Stationery,562.07,562.16,0.41,0.45,1/7/2022,8,43
Letícia Nascimento,Electronics,3090.89,1006.11,0.31,0.21,1/8/2022,49,162
Ana Sousa,Electronics,2644.42,1172.08,0.14,0.22,1/8/2022,33,266
Gustavo Martins,Electronics,3452.1,1378.36,0.18,0.2,1/8/2022,45,261
Beatriz Santos,Wardrobe,252.96,1210.82,0.21,0.18,1/8/2022,3,7
Camila Lima,Wardrobe,1692.42,1844.67,0.24,0.15,1/8/2022,23,137
Thiago Barbosa,Accessories,337.61,1054.44,0.32,0.52,1/8/2022,4,25
Letícia Ribeiro,Accessories,612.56,599.19,0.48,0.52,1/8/2022,8,28
Enzo Nascimento,House,3421.21,2058.49,0.17,0.22,1/8/2022,43,304
Guilherme Santos,House,860.82,1410.95,0.21,0.31,1/8/2022,13,125
Vitória Ribeiro,Toy,720.06,1229.33,0.3,0.25,1/8/2022,9,46
Julia Araújo,Sports,2721.96,1173.36,0.4,0.31,1/8/2022,40,297
Lucas Rodrigues,Sports,641.96,1499.87,0.16,0.33,1/8/2022,9,41
Thiago Carvalho,Sports,1914.94,3378.42,0.13,0.33,1/8/2022,26,101
Mateus Barbosa,Electronics,597.13,1878.1,0.21,0.16,1/8/2022,7,42
Camila Carvalho,House,3087.65,3032.85,0.3,0.32,1/8/2022,44,393
Diego Cardoso,Wardrobe,2248.5,768.15,0.21,0.16,1/8/2022,30,220
Jorge Santos,Toy,2056.46,2084.12,0.34,0.23,1/8/2022,26,209
Raphael Silva,Stationery,267.11,682.03,0.49,0.43,1/8/2022,4,32
Caroline Reis,Stationery,198.18,884.21,0.63,0.43,1/8/2022,4,16
Letícia Nascimento,Electronics,3391.99,3055.07,0.13,0.21,1/9/2022,49,410
Ana Sousa,Electronics,2668.18,1212.46,0.22,0.18,1/9/2022,33,329
Gustavo Martins,Electronics,3550.71,1639.66,0.1,0.19,1/9/2022,85,342
Beatriz Santos,Wardrobe,2607.37,974.61,0.19,0.14,1/9/2022,35,262
Camila Lima,Wardrobe,2673.17,1555.93,0.17,0.15,1/9/2022,34,164
Thiago Barbosa,Accessories,902.67,402.37,0.78,0.6,1/9/2022,13,58
Letícia Ribeiro,Accessories,930.19,486.66,0.32,0.52,1/9/2022,12,39
Enzo Nascimento,House,2965.51,2819.07,0.12,0.29,1/9/2022,43,315
Guilherme Santos,House,1542.45,1622.45,0.37,0.29,1/9/2022,23,69
